                   GRB (Trig#)               Trig_Time (SOD)               Time Region [s]                          T_90                          T_50                       rT_0.90                       rT_0.50                       rT_0.45                          T_av                         T_max                        T_rise                        T_fall                           Cts                       Rate_pk                          Band                              
       GRB161224x   (00728268)                     80016.640                  32.88->66.48               27.440 +/-2.249               13.440 +/-1.197               17.640 +/-1.267                7.560 +/-0.519                6.440 +/-0.452               52.040 +/-0.713               47.860 +/-6.100                9.660 +/-6.390               17.780 +/-6.105                1.289 +/-0.105               0.067 +/-0.0224                     15-350keV
       GRB161223x   (00728094)                     68488.640                        -1->10               10.000 +/-3.753                4.000 +/-3.406                4.000 +/-1.316                2.000 +/-0.609                2.000 +/-0.559                3.008 +/-4.047               -0.640 +/-3.326                0.500 +/-3.326                9.500 +/-4.222                0.260 +/-0.117               0.085 +/-0.0340                     15-350keV
       GRB161220x   (00727610)                     30812.240                  10.94->19.82                7.200 +/-0.493                3.680 +/-0.273                4.560 +/-0.364                2.000 +/-0.148                1.760 +/-0.129               15.449 +/-0.222               12.900 +/-1.709                1.400 +/-1.727                5.800 +/-1.716                0.376 +/-0.034               0.068 +/-0.0289                     15-350keV
       GRB161219x   (00727422)                     27144.670                  40.83->45.83                5.000 +/-0.922                3.000 +/-0.805                4.000 +/-0.716                2.000 +/-0.359                2.000 +/-0.465               44.057 +/-0.413               44.330 +/-0.753                3.500 +/-1.165                1.500 +/-0.739                0.094 +/-0.027               0.028 +/-0.0108                     15-350keV
       GRB161218x   (00727288)                     13658.140                12.72->34.7202                7.440 +/-0.361                3.040 +/-0.052                6.400 +/-0.140                2.560 +/-0.040                2.240 +/-0.038               16.765 +/-0.066               15.160 +/-0.119                1.240 +/-0.118                6.200 +/-0.388                9.852 +/-0.096               2.369 +/-0.1193                     15-350keV
       GRB161129x   (00724438)                     25901.880                14.135->58.655               35.700 +/-0.495               14.910 +/-1.177               28.350 +/-0.605               10.290 +/-0.282                8.610 +/-0.231               40.102 +/-0.253               41.330 +/-7.627               21.105 +/-7.586               14.595 +/-7.614                5.472 +/-0.095               0.431 +/-0.0285                     15-350keV
       GRB161123x   (00723539)                     48879.510               12.015->387.965              349.700 +/-1.775              187.350 +/-3.829              116.553 +/-1.876               50.600 +/-0.803               44.150 +/-0.703              199.567 +/-1.927             37.490 +/-105.725             12.225 +/-105.607            337.475 +/-105.697               11.145 +/-0.209               0.058 +/-0.0211                     15-350keV
       GRB161121x   (00723124)                      8256.800                    12.7->75.7              56.000 +/-11.883               28.000 +/-8.130               18.000 +/-3.683                8.000 +/-1.524                7.000 +/-1.409               39.025 +/-5.465              38.200 +/-15.522              21.500 +/-15.579              34.500 +/-17.006                0.391 +/-0.089               0.021 +/-0.0090                     15-350keV
       GRB161117x   (00722681)                     54840.820                  14.68->78.68               51.000 +/-7.723               27.000 +/-5.830               22.000 +/-3.954               10.000 +/-1.737                9.000 +/-1.432               39.321 +/-4.131              18.180 +/-16.821               2.500 +/-16.722              48.500 +/-17.346                0.940 +/-0.171               0.026 +/-0.0152                     15-350keV
       GRB161030x   (00719854)                     35040.910                262.43->347.55               80.080 +/-2.262               43.680 +/-4.430               43.120 +/-3.388               17.920 +/-1.326               15.680 +/-1.159              306.053 +/-2.035             332.150 +/-21.688              68.040 +/-21.576              12.040 +/-21.605                1.721 +/-0.142               0.021 +/-0.0155                     15-350keV
       GRB161022x   (00718766)                     74736.950                542.55->599.55               50.000 +/-2.615               30.000 +/-2.359               38.000 +/-3.706               16.000 +/-1.613               14.000 +/-1.371              569.476 +/-1.993             549.050 +/-16.161               2.500 +/-16.144              47.500 +/-15.812                0.847 +/-0.086               0.029 +/-0.0074                     15-350keV
       GRB161014x   (00717500)                     45084.700                -4.095->30.735               27.540 +/-1.834               11.880 +/-1.518               16.470 +/-1.124                5.940 +/-0.453                5.400 +/-0.411               14.555 +/-0.558               14.400 +/-6.422               12.555 +/-6.333               14.985 +/-6.452                3.435 +/-0.190               0.363 +/-0.0554                     15-350keV
       GRB160906x   (00711158)                      7705.180                -10.49->201.17              192.280 +/-2.272              128.820 +/-6.512               83.980 +/-4.498               36.860 +/-1.917               32.300 +/-1.665               93.979 +/-2.963             186.160 +/-72.858             187.530 +/-72.767               4.750 +/-72.965                3.143 +/-0.171               0.025 +/-0.0121                     15-350keV
       GRB160905x   (00711084)                     40740.380               -4.935->118.885               54.940 +/-4.957               13.940 +/-0.239               40.180 +/-1.127               13.120 +/-0.129               11.480 +/-0.139               31.935 +/-0.339               32.170 +/-2.345               18.245 +/-2.365               36.695 +/-5.774               21.371 +/-0.151               0.962 +/-0.0285                     15-350keV
       GRB160827x   (00710050)                     56807.240                    7.1->26.62               15.360 +/-1.514                6.560 +/-0.962                7.680 +/-0.805                3.360 +/-0.322                2.880 +/-0.277               16.256 +/-0.606               13.100 +/-3.003                4.080 +/-3.032               11.280 +/-3.357                0.680 +/-0.074               0.093 +/-0.0329                     15-350keV
       GRB160827x   (00710022)                     27401.220                        -1->10                2.000 +/-3.528                1.000 +/-3.211                1.000 +/-0.607                1.000 +/-0.197                1.000 +/-0.171              18.536 +/-43.900                4.780 +/-2.249                0.500 +/-3.203                1.500 +/-4.051                0.010 +/-0.038               0.022 +/-0.0102                     15-350keV
       GRB160826x   (00709907)                     22360.270                10.315->31.735               15.980 +/-1.055                7.990 +/-0.644               10.710 +/-0.781                4.760 +/-0.342                4.080 +/-0.305               22.916 +/-0.556               19.070 +/-4.616                3.995 +/-4.813               11.985 +/-4.606                0.601 +/-0.052               0.043 +/-0.0163                     15-350keV
       GRB160821x   (00709351)                     74072.160              6.79499->131.925              117.370 +/-0.599               90.210 +/-2.343               89.240 +/-1.484               28.130 +/-1.166               22.310 +/-1.134               77.935 +/-1.112              131.440 +/-1.040              116.885 +/-1.141                0.485 +/-0.833               13.594 +/-0.313               0.686 +/-0.1366                     15-350keV
       GRB160806x   (00707517)                     19113.330                 11.17->674.17            224.000 +/-186.682             87.000 +/-100.359               24.000 +/-7.076               13.000 +/-3.547               11.000 +/-3.130            114.015 +/-451.645            670.670 +/-208.133            656.500 +/-207.929              0.000 +/-286.538                0.688 +/-0.300               0.018 +/-0.0080                     15-350keV
       GRB160728x   (00706396)                      5273.240                  13.57->13.87                0.200 +/-0.010                0.120 +/-0.011                0.180 +/-0.011                0.080 +/-0.006                0.080 +/-0.010               13.696 +/-0.005               13.640 +/-0.004                0.030 +/-0.006                0.170 +/-0.010                0.117 +/-0.008               1.098 +/-0.1371                     15-350keV
       GRB160726x   (00706052)                      5649.670                   13.54->14.6                0.760 +/-0.023                0.200 +/-0.078                0.420 +/-0.034                0.160 +/-0.008                0.140 +/-0.010               14.129 +/-0.016               14.210 +/-0.172                0.590 +/-0.172                0.170 +/-0.172                0.392 +/-0.020               1.437 +/-0.1571                     15-350keV
       GRB160715x   (00704444)                      3729.430                        -1->10                1.000 +/-4.136                1.000 +/-2.844                1.000 +/-0.420                1.000 +/-0.141                1.000 +/-0.100             68.146 +/-232.557                8.570 +/-1.940                1.500 +/-3.535                0.000 +/-4.198                0.001 +/-0.034               0.014 +/-0.0082                     15-350keV
       GRB160714x   (00704327)                     19268.320                  2.18->194.18             167.000 +/-16.818             110.000 +/-23.816               32.000 +/-4.633               15.000 +/-2.093               13.000 +/-1.787              81.668 +/-12.575              15.680 +/-23.826               8.500 +/-22.935             158.500 +/-27.915                0.837 +/-0.179               0.015 +/-0.0105                     15-350keV
       GRB160714x   (00704310)                      8357.530                  12.97->14.97                1.000 +/-0.485                1.000 +/-0.239                1.000 +/-0.456                1.000 +/-0.100                1.000 +/-0.100               13.490 +/-0.167               13.470 +/-0.000                0.500 +/-0.000                0.500 +/-0.485                0.129 +/-0.030               0.126 +/-0.0218                     15-350keV
       GRB160703x   (00702699)                     43807.120               -16.415->75.835               45.510 +/-1.020               20.910 +/-0.212               42.640 +/-0.690               14.760 +/-0.197               13.120 +/-0.201               29.010 +/-0.217               40.780 +/-0.041               36.285 +/-0.983                9.225 +/-0.430               13.336 +/-0.118               0.703 +/-0.0320                     15-350keV
       GRB160702x   (00702630)                     85114.580               10.045->318.845              284.150 +/-0.999              154.050 +/-2.477              137.704 +/-1.836               57.849 +/-0.764               50.350 +/-0.671              164.483 +/-1.332             179.620 +/-85.444             157.575 +/-85.489             126.575 +/-85.336               12.496 +/-0.177               0.077 +/-0.0184                     15-350keV
       GRB160626x   (00701668)                     84617.520                        -1->10                4.000 +/-3.343                2.000 +/-1.751                2.000 +/-1.120                1.000 +/-0.463                1.000 +/-0.403             -0.886 +/-181.803                2.480 +/-1.745                3.500 +/-1.955                0.500 +/-3.529                0.021 +/-0.031               0.014 +/-0.0090                     15-350keV
       GRB160626x   (00701590)                     50072.880                  13.23->14.15                0.700 +/-0.002                0.400 +/-0.002                0.680 +/-0.002                0.360 +/-0.002                0.340 +/-0.009               13.687 +/-0.001               13.380 +/-0.002                0.030 +/-0.002                0.670 +/-0.002               27.178 +/-0.077              41.962 +/-0.8418                     15-350keV
       GRB160625x   (00701503)                     81633.460                 -16.03->63.33               58.280 +/-0.987               32.860 +/-0.393               50.220 +/-1.331               17.980 +/-0.564               14.880 +/-0.514               30.273 +/-0.516               48.140 +/-0.359               48.050 +/-1.038               10.230 +/-0.495                5.988 +/-0.125               0.293 +/-0.0171                     15-350keV
       GRB160623x   (00701182)                     69882.060                 12.44->814.44               0.040 +/-49.417                0.020 +/-9.129                0.040 +/-0.185                0.020 +/-0.005                0.020 +/-0.002           -126.315 +/-974.532               13.460 +/-0.000                0.030 +/-0.121               0.010 +/-49.435                0.528 +/-0.232              23.000 +/-0.6625                     15-350keV
       GRB160622x   (00700791)                      7395.840                  12.66->16.66                4.000 +/-0.884                2.000 +/-0.671                3.000 +/-0.736                1.000 +/-0.429                1.000 +/-0.314               13.804 +/-0.398               13.160 +/-0.389                0.500 +/-0.389                3.500 +/-0.962                0.092 +/-0.023               0.053 +/-0.0118                     15-350keV
       GRB160611A   (00690598)                     78036.410               -16.685->34.615               37.430 +/-1.948               10.070 +/-0.925               22.230 +/-1.116                8.170 +/-0.421                7.220 +/-0.366               12.661 +/-0.682               16.470 +/-1.660               27.455 +/-1.905                9.975 +/-2.396                2.745 +/-0.122               0.175 +/-0.0318                     15-350keV
       GRB160607A   (00689597)                     40442.830                 -13.45->75.59               34.560 +/-0.241                8.880 +/-0.129               27.840 +/-0.401                7.680 +/-0.053                6.480 +/-0.024               24.134 +/-0.080               25.310 +/-0.090               13.320 +/-0.145               21.240 +/-0.219               30.159 +/-0.137               2.809 +/-0.0497                     15-350keV
       GRB160601A   (00688452)                     52984.420                  13.23->13.73                0.400 +/-0.058                0.100 +/-0.012                0.240 +/-0.031                0.080 +/-0.009                0.080 +/-0.009               13.421 +/-0.012               13.380 +/-0.013                0.090 +/-0.021                0.310 +/-0.060                0.129 +/-0.011               0.837 +/-0.1463                     15-350keV
       GRB160525B   (00687522)                     33909.640                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160525A   (00687492)                      5641.680                  12.82->78.82               59.000 +/-6.317               28.000 +/-8.362               19.000 +/-3.313                8.000 +/-1.459                7.000 +/-1.258               44.451 +/-4.940              39.320 +/-15.372              24.500 +/-15.529              34.500 +/-16.064                0.407 +/-0.088               0.012 +/-0.0073                     15-350keV
       GRB160519A   (00686818)                      1055.530                    9.3->50.72               35.720 +/-1.514               25.460 +/-2.801               19.760 +/-1.730                7.220 +/-0.675                6.080 +/-0.578               26.837 +/-0.993               13.290 +/-1.256                1.330 +/-1.309               34.390 +/-2.051                2.042 +/-0.170               0.264 +/-0.0532                     15-350keV
       GRB160506A   (00685245)                     12557.860                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160504A   (00685124)                     70239.340                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160501A   (00684679)                      2433.790                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160425A   (00684098)                     84373.340                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160424A   (00683906)                     42549.340                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160419A   (00683383)                     54999.410                 8.035->22.435                9.720 +/-0.447                3.690 +/-0.147                8.550 +/-0.274                3.240 +/-0.110                2.790 +/-0.100               14.247 +/-0.095               13.390 +/-0.295                3.465 +/-0.309                6.255 +/-0.496                5.007 +/-0.133               1.007 +/-0.1400                     15-350keV
       GRB160417A   (00683076)                     15823.040                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160412A   (00682522)                     15836.700               -89.955->53.885              124.000 +/-2.821               16.740 +/-0.834               44.950 +/-2.098               15.810 +/-0.657               13.640 +/-0.535               11.101 +/-1.629               22.730 +/-2.217              103.385 +/-3.238               20.615 +/-2.429                4.092 +/-0.143               0.164 +/-0.0189                     15-350keV
       GRB160411A   (00682339)                      5333.920                  12.43->13.57                0.940 +/-0.097                0.520 +/-0.115                0.500 +/-0.060                0.220 +/-0.026                0.180 +/-0.023               13.177 +/-0.053               13.460 +/-0.260                0.870 +/-0.274                0.070 +/-0.260                0.185 +/-0.025               0.329 +/-0.1626                     15-350keV
       GRB160410A   (00682269)                     18590.050                   12.8->16.12                2.360 +/-0.112                1.220 +/-0.058                1.800 +/-0.086                0.680 +/-0.034                0.580 +/-0.030               14.038 +/-0.041               13.190 +/-0.093                0.090 +/-0.104                2.270 +/-0.144                0.859 +/-0.041               1.026 +/-0.1708                     15-350keV
       GRB160408A   (00682059)                     23145.770                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160327A   (00680655)                     33369.700                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160325A   (00680436)                     25205.610                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160321A   (00680017)                     57329.220                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160314A   (00679120)                     41573.790                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160313A   (00678929)                      9437.800               3.97499->57.525               40.500 +/-2.346               20.700 +/-2.611               24.750 +/-1.802               10.800 +/-0.750                9.450 +/-0.665               31.124 +/-1.309              37.950 +/-11.720              25.425 +/-12.124              15.075 +/-11.830                0.860 +/-0.075               0.050 +/-0.0106                     15-350keV
       GRB160303A   (00677495)                     39284.050                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160228A   (00676595)                     63274.470                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160227A   (00676423)                     70330.090                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160225A   (00675998)                     51658.420                 -21.57->63.13               65.800 +/-3.723               35.700 +/-2.874               41.300 +/-3.235               15.400 +/-1.285               13.300 +/-1.094               25.002 +/-1.887               50.180 +/-8.602               61.950 +/-9.379                3.850 +/-9.132                2.188 +/-0.154               0.096 +/-0.0206                     15-350keV
       GRB160223A   (00675361)                      6267.270                3.985->200.545              157.140 +/-5.541               22.140 +/-1.867               65.070 +/-2.155               18.360 +/-0.593               15.660 +/-0.482              102.615 +/-1.337              123.190 +/-1.219              111.105 +/-1.361               46.035 +/-5.831                7.963 +/-0.198               0.453 +/-0.0382                     15-350keV
       GRB160220B   (00674734)                     40255.820                 5.055->51.555               31.750 +/-1.077                8.500 +/-0.205               26.750 +/-0.589                8.000 +/-0.194                7.000 +/-0.175               22.180 +/-0.195               19.430 +/-0.244               10.375 +/-0.448               21.375 +/-1.078                9.559 +/-0.149               0.782 +/-0.0566                     15-350keV
       GRB160220A   (00674670)                      5127.700                  12.25->25.35               10.400 +/-0.570                5.300 +/-0.499                6.500 +/-0.451                2.800 +/-0.175                2.400 +/-0.159               17.946 +/-0.354               15.700 +/-2.734                2.450 +/-2.734                7.950 +/-2.900                0.893 +/-0.081               0.104 +/-0.0723                     15-350keV
       GRB160216A   (00673978)                     69033.440                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160203A   (00672525)                      7992.610                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160131A   (00672236)                     30033.960               3.89999->505.74             285.120 +/-10.458               64.080 +/-2.287              173.520 +/-5.081               30.960 +/-0.608               25.920 +/-0.474               87.002 +/-2.047               29.460 +/-0.650                4.680 +/-0.689             280.440 +/-10.568               29.365 +/-0.302               0.759 +/-0.0290                     15-350keV
       GRB160127A   (00671828)                     31389.310                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160123A   (00671447)                     32302.160                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
       GRB160121A   (00671231)                     49839.710                        -1->10                  #t90 +/-dt90                   t50 +/-dt50                 rt90 +/-drt90                 rt50 +/-drt50                 rt45 +/-drt45                   tav +/-dtav                 tmax +/-dtmax               trise +/-dtrise               tfall +/-dtfall                cts +/-cts_err           pk_rate +/-dpk_rate                          band
